ID,源实体ID,目标实体ID,关系类型,强度,描述,跨域,置信度
resource_role_relation_1874,detailed_89,detailed_41,依赖,0.6,黑市商人依赖断链者引渡进行工作,False,0.7
resource_role_relation_1875,detailed_90,detailed_41,依赖,0.6,矿料走私犯依赖断链者引渡进行工作,False,0.7
resource_role_relation_1876,detailed_91,detailed_41,依赖,0.6,遗械猎人依赖断链者引渡进行工作,False,0.7
resource_role_relation_1877,detailed_92,detailed_41,依赖,0.6,考古学者依赖断链者引渡进行工作,False,0.7
resource_role_relation_1878,detailed_52,detailed_42,依赖,0.6,军镇都尉依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1879,detailed_53,detailed_42,依赖,0.6,断链祭司依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1880,detailed_54,detailed_42,依赖,0.6,部落首领依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1881,detailed_55,detailed_42,依赖,0.6,天域密探依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1882,detailed_56,detailed_42,依赖,0.6,边防军官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1883,detailed_57,detailed_42,依赖,0.6,走私头目依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1884,detailed_58,detailed_42,依赖,0.6,边境商人依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1885,detailed_59,detailed_42,依赖,0.6,流民组织依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1886,detailed_76,detailed_42,依赖,0.6,断链执行官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1887,detailed_77,detailed_42,依赖,0.6,矿业公司依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1888,detailed_78,detailed_42,依赖,0.6,军镇指挥官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1889,detailed_79,detailed_42,依赖,0.6,荒域部族依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1890,detailed_89,detailed_42,依赖,0.6,黑市商人依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1891,detailed_90,detailed_42,依赖,0.6,矿料走私犯依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1892,detailed_91,detailed_42,依赖,0.6,遗械猎人依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1893,detailed_92,detailed_42,依赖,0.6,考古学者依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_1894,detailed_52,detailed_43,依赖,0.6,军镇都尉依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1895,detailed_53,detailed_43,依赖,0.6,断链祭司依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1896,detailed_54,detailed_43,依赖,0.6,部落首领依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1897,detailed_55,detailed_43,依赖,0.6,天域密探依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1898,detailed_56,detailed_43,依赖,0.6,边防军官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1899,detailed_57,detailed_43,依赖,0.6,走私头目依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1900,detailed_58,detailed_43,依赖,0.6,边境商人依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1901,detailed_59,detailed_43,依赖,0.6,流民组织依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1902,detailed_76,detailed_43,依赖,0.6,断链执行官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1903,detailed_77,detailed_43,依赖,0.6,矿业公司依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1904,detailed_78,detailed_43,依赖,0.6,军镇指挥官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1905,detailed_79,detailed_43,依赖,0.6,荒域部族依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1906,detailed_89,detailed_43,依赖,0.6,黑市商人依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1907,detailed_90,detailed_43,依赖,0.6,矿料走私犯依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1908,detailed_91,detailed_43,依赖,0.6,遗械猎人依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1909,detailed_92,detailed_43,依赖,0.6,考古学者依赖边贸粮盐进行工作,False,0.7
resource_role_relation_1910,detailed_52,detailed_44,依赖,0.6,军镇都尉依赖链矿走带进行工作,False,0.7
resource_role_relation_1911,detailed_53,detailed_44,依赖,0.6,断链祭司依赖链矿走带进行工作,False,0.7
resource_role_relation_1912,detailed_54,detailed_44,依赖,0.6,部落首领依赖链矿走带进行工作,False,0.7
resource_role_relation_1913,detailed_55,detailed_44,依赖,0.6,天域密探依赖链矿走带进行工作,False,0.7
resource_role_relation_1914,detailed_56,detailed_44,依赖,0.6,边防军官依赖链矿走带进行工作,False,0.7
resource_role_relation_1915,detailed_57,detailed_44,依赖,0.6,走私头目依赖链矿走带进行工作,False,0.7
resource_role_relation_1916,detailed_58,detailed_44,依赖,0.6,边境商人依赖链矿走带进行工作,False,0.7
resource_role_relation_1917,detailed_59,detailed_44,依赖,0.6,流民组织依赖链矿走带进行工作,False,0.7
resource_role_relation_1918,detailed_76,detailed_44,依赖,0.6,断链执行官依赖链矿走带进行工作,False,0.7
resource_role_relation_1919,detailed_77,detailed_44,依赖,0.6,矿业公司依赖链矿走带进行工作,False,0.7
resource_role_relation_1920,detailed_78,detailed_44,依赖,0.6,军镇指挥官依赖链矿走带进行工作,False,0.7
resource_role_relation_1921,detailed_79,detailed_44,依赖,0.6,荒域部族依赖链矿走带进行工作,False,0.7
resource_role_relation_1922,detailed_89,detailed_44,依赖,0.6,黑市商人依赖链矿走带进行工作,False,0.7
resource_role_relation_1923,detailed_90,detailed_44,依赖,0.6,矿料走私犯依赖链矿走带进行工作,False,0.7
resource_role_relation_1924,detailed_91,detailed_44,依赖,0.6,遗械猎人依赖链矿走带进行工作,False,0.7
resource_role_relation_1925,detailed_92,detailed_44,依赖,0.6,考古学者依赖链矿走带进行工作,False,0.7
resource_role_relation_1926,detailed_52,detailed_45,依赖,0.6,军镇都尉依赖护运与治安进行工作,False,0.7
resource_role_relation_1927,detailed_53,detailed_45,依赖,0.6,断链祭司依赖护运与治安进行工作,False,0.7
resource_role_relation_1928,detailed_54,detailed_45,依赖,0.6,部落首领依赖护运与治安进行工作,False,0.7
resource_role_relation_1929,detailed_55,detailed_45,依赖,0.6,天域密探依赖护运与治安进行工作,False,0.7
resource_role_relation_1930,detailed_56,detailed_45,依赖,0.6,边防军官依赖护运与治安进行工作,False,0.7
resource_role_relation_1931,detailed_57,detailed_45,依赖,0.6,走私头目依赖护运与治安进行工作,False,0.7
resource_role_relation_1932,detailed_58,detailed_45,依赖,0.6,边境商人依赖护运与治安进行工作,False,0.7
resource_role_relation_1933,detailed_59,detailed_45,依赖,0.6,流民组织依赖护运与治安进行工作,False,0.7
resource_role_relation_1934,detailed_76,detailed_45,依赖,0.6,断链执行官依赖护运与治安进行工作,False,0.7
resource_role_relation_1935,detailed_77,detailed_45,依赖,0.6,矿业公司依赖护运与治安进行工作,False,0.7
resource_role_relation_1936,detailed_78,detailed_45,依赖,0.6,军镇指挥官依赖护运与治安进行工作,False,0.7
resource_role_relation_1937,detailed_79,detailed_45,依赖,0.6,荒域部族依赖护运与治安进行工作,False,0.7
resource_role_relation_1938,detailed_89,detailed_45,依赖,0.6,黑市商人依赖护运与治安进行工作,False,0.7
resource_role_relation_1939,detailed_90,detailed_45,依赖,0.6,矿料走私犯依赖护运与治安进行工作,False,0.7
resource_role_relation_1940,detailed_91,detailed_45,依赖,0.6,遗械猎人依赖护运与治安进行工作,False,0.7
resource_role_relation_1941,detailed_92,detailed_45,依赖,0.6,考古学者依赖护运与治安进行工作,False,0.7
resource_role_relation_1942,detailed_52,detailed_70,依赖,0.6,军镇都尉依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1943,detailed_53,detailed_70,依赖,0.6,断链祭司依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1944,detailed_54,detailed_70,依赖,0.6,部落首领依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1945,detailed_55,detailed_70,依赖,0.6,天域密探依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1946,detailed_56,detailed_70,依赖,0.6,边防军官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1947,detailed_57,detailed_70,依赖,0.6,走私头目依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1948,detailed_58,detailed_70,依赖,0.6,边境商人依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1949,detailed_59,detailed_70,依赖,0.6,流民组织依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1950,detailed_76,detailed_70,依赖,0.6,断链执行官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1951,detailed_77,detailed_70,依赖,0.6,矿业公司依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1952,detailed_78,detailed_70,依赖,0.6,军镇指挥官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1953,detailed_79,detailed_70,依赖,0.6,荒域部族依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1954,detailed_89,detailed_70,依赖,0.6,黑市商人依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1955,detailed_90,detailed_70,依赖,0.6,矿料走私犯依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1956,detailed_91,detailed_70,依赖,0.6,遗械猎人依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1957,detailed_92,detailed_70,依赖,0.6,考古学者依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1958,detailed_52,detailed_71,依赖,0.6,军镇都尉依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1959,detailed_53,detailed_71,依赖,0.6,断链祭司依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1960,detailed_54,detailed_71,依赖,0.6,部落首领依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1961,detailed_55,detailed_71,依赖,0.6,天域密探依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1962,detailed_56,detailed_71,依赖,0.6,边防军官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1963,detailed_57,detailed_71,依赖,0.6,走私头目依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1964,detailed_58,detailed_71,依赖,0.6,边境商人依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1965,detailed_59,detailed_71,依赖,0.6,流民组织依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1966,detailed_76,detailed_71,依赖,0.6,断链执行官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1967,detailed_77,detailed_71,依赖,0.6,矿业公司依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1968,detailed_78,detailed_71,依赖,0.6,军镇指挥官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1969,detailed_79,detailed_71,依赖,0.6,荒域部族依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1970,detailed_89,detailed_71,依赖,0.6,黑市商人依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1971,detailed_90,detailed_71,依赖,0.6,矿料走私犯依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1972,detailed_91,detailed_71,依赖,0.6,遗械猎人依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1973,detailed_92,detailed_71,依赖,0.6,考古学者依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1974,detailed_52,detailed_72,依赖,0.6,军镇都尉依赖军镇建设权进行工作,False,0.7
resource_role_relation_1975,detailed_53,detailed_72,依赖,0.6,断链祭司依赖军镇建设权进行工作,False,0.7
resource_role_relation_1976,detailed_54,detailed_72,依赖,0.6,部落首领依赖军镇建设权进行工作,False,0.7
resource_role_relation_1977,detailed_55,detailed_72,依赖,0.6,天域密探依赖军镇建设权进行工作,False,0.7
resource_role_relation_1978,detailed_56,detailed_72,依赖,0.6,边防军官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1979,detailed_57,detailed_72,依赖,0.6,走私头目依赖军镇建设权进行工作,False,0.7
resource_role_relation_1980,detailed_58,detailed_72,依赖,0.6,边境商人依赖军镇建设权进行工作,False,0.7
resource_role_relation_1981,detailed_59,detailed_72,依赖,0.6,流民组织依赖军镇建设权进行工作,False,0.7
resource_role_relation_1982,detailed_76,detailed_72,依赖,0.6,断链执行官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1983,detailed_77,detailed_72,依赖,0.6,矿业公司依赖军镇建设权进行工作,False,0.7
resource_role_relation_1984,detailed_78,detailed_72,依赖,0.6,军镇指挥官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1985,detailed_79,detailed_72,依赖,0.6,荒域部族依赖军镇建设权进行工作,False,0.7
resource_role_relation_1986,detailed_89,detailed_72,依赖,0.6,黑市商人依赖军镇建设权进行工作,False,0.7
resource_role_relation_1987,detailed_90,detailed_72,依赖,0.6,矿料走私犯依赖军镇建设权进行工作,False,0.7
resource_role_relation_1988,detailed_91,detailed_72,依赖,0.6,遗械猎人依赖军镇建设权进行工作,False,0.7
resource_role_relation_1989,detailed_92,detailed_72,依赖,0.6,考古学者依赖军镇建设权进行工作,False,0.7
resource_role_relation_1990,detailed_52,detailed_80,依赖,0.6,军镇都尉依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1991,detailed_53,detailed_80,依赖,0.6,断链祭司依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1992,detailed_54,detailed_80,依赖,0.6,部落首领依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1993,detailed_55,detailed_80,依赖,0.6,天域密探依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1994,detailed_56,detailed_80,依赖,0.6,边防军官依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1995,detailed_57,detailed_80,依赖,0.6,走私头目依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1996,detailed_58,detailed_80,依赖,0.6,边境商人依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1997,detailed_59,detailed_80,依赖,0.6,流民组织依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1998,detailed_76,detailed_80,依赖,0.6,断链执行官依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_1999,detailed_77,detailed_80,依赖,0.6,矿业公司依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_2000,detailed_78,detailed_80,依赖,0.6,军镇指挥官依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_2001,detailed_79,detailed_80,依赖,0.6,荒域部族依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_2002,detailed_89,detailed_80,依赖,0.6,黑市商人依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_2003,detailed_90,detailed_80,依赖,0.6,矿料走私犯依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_2004,detailed_91,detailed_80,依赖,0.6,遗械猎人依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_2005,detailed_92,detailed_80,依赖,0.6,考古学者依赖断链器与碎链武装交易进行工作,False,0.7
resource_role_relation_2006,detailed_52,detailed_81,依赖,0.6,军镇都尉依赖遗迹清道进行工作,False,0.7
resource_role_relation_2007,detailed_53,detailed_81,依赖,0.6,断链祭司依赖遗迹清道进行工作,False,0.7
resource_role_relation_2008,detailed_54,detailed_81,依赖,0.6,部落首领依赖遗迹清道进行工作,False,0.7
resource_role_relation_2009,detailed_55,detailed_81,依赖,0.6,天域密探依赖遗迹清道进行工作,False,0.7
resource_role_relation_2010,detailed_56,detailed_81,依赖,0.6,边防军官依赖遗迹清道进行工作,False,0.7
resource_role_relation_2011,detailed_57,detailed_81,依赖,0.6,走私头目依赖遗迹清道进行工作,False,0.7
resource_role_relation_2012,detailed_58,detailed_81,依赖,0.6,边境商人依赖遗迹清道进行工作,False,0.7
resource_role_relation_2013,detailed_59,detailed_81,依赖,0.6,流民组织依赖遗迹清道进行工作,False,0.7
resource_role_relation_2014,detailed_76,detailed_81,依赖,0.6,断链执行官依赖遗迹清道进行工作,False,0.7
resource_role_relation_2015,detailed_77,detailed_81,依赖,0.6,矿业公司依赖遗迹清道进行工作,False,0.7
resource_role_relation_2016,detailed_78,detailed_81,依赖,0.6,军镇指挥官依赖遗迹清道进行工作,False,0.7
resource_role_relation_2017,detailed_79,detailed_81,依赖,0.6,荒域部族依赖遗迹清道进行工作,False,0.7
resource_role_relation_2018,detailed_89,detailed_81,依赖,0.6,黑市商人依赖遗迹清道进行工作,False,0.7
resource_role_relation_2019,detailed_90,detailed_81,依赖,0.6,矿料走私犯依赖遗迹清道进行工作,False,0.7
resource_role_relation_2020,detailed_91,detailed_81,依赖,0.6,遗械猎人依赖遗迹清道进行工作,False,0.7
resource_role_relation_2021,detailed_92,detailed_81,依赖,0.6,考古学者依赖遗迹清道进行工作,False,0.7
resource_role_relation_2022,detailed_52,detailed_82,依赖,0.6,军镇都尉依赖矿料直采进行工作,False,0.7
resource_role_relation_2023,detailed_53,detailed_82,依赖,0.6,断链祭司依赖矿料直采进行工作,False,0.7
resource_role_relation_2024,detailed_54,detailed_82,依赖,0.6,部落首领依赖矿料直采进行工作,False,0.7
resource_role_relation_2025,detailed_55,detailed_82,依赖,0.6,天域密探依赖矿料直采进行工作,False,0.7
resource_role_relation_2026,detailed_56,detailed_82,依赖,0.6,边防军官依赖矿料直采进行工作,False,0.7
resource_role_relation_2027,detailed_57,detailed_82,依赖,0.6,走私头目依赖矿料直采进行工作,False,0.7
resource_role_relation_2028,detailed_58,detailed_82,依赖,0.6,边境商人依赖矿料直采进行工作,False,0.7
resource_role_relation_2029,detailed_59,detailed_82,依赖,0.6,流民组织依赖矿料直采进行工作,False,0.7
resource_role_relation_2030,detailed_76,detailed_82,依赖,0.6,断链执行官依赖矿料直采进行工作,False,0.7
resource_role_relation_2031,detailed_77,detailed_82,依赖,0.6,矿业公司依赖矿料直采进行工作,False,0.7
resource_role_relation_2032,detailed_78,detailed_82,依赖,0.6,军镇指挥官依赖矿料直采进行工作,False,0.7
resource_role_relation_2033,detailed_79,detailed_82,依赖,0.6,荒域部族依赖矿料直采进行工作,False,0.7
resource_role_relation_2034,detailed_89,detailed_82,依赖,0.6,黑市商人依赖矿料直采进行工作,False,0.7
resource_role_relation_2035,detailed_90,detailed_82,依赖,0.6,矿料走私犯依赖矿料直采进行工作,False,0.7
resource_role_relation_2036,detailed_91,detailed_82,依赖,0.6,遗械猎人依赖矿料直采进行工作,False,0.7
resource_role_relation_2037,detailed_92,detailed_82,依赖,0.6,考古学者依赖矿料直采进行工作,False,0.7
resource_role_relation_2038,detailed_52,detailed_83,依赖,0.6,军镇都尉依赖黑市器械进行工作,False,0.7
resource_role_relation_2039,detailed_53,detailed_83,依赖,0.6,断链祭司依赖黑市器械进行工作,False,0.7
resource_role_relation_2040,detailed_54,detailed_83,依赖,0.6,部落首领依赖黑市器械进行工作,False,0.7
resource_role_relation_2041,detailed_55,detailed_83,依赖,0.6,天域密探依赖黑市器械进行工作,False,0.7
resource_role_relation_2042,detailed_56,detailed_83,依赖,0.6,边防军官依赖黑市器械进行工作,False,0.7
resource_role_relation_2043,detailed_57,detailed_83,依赖,0.6,走私头目依赖黑市器械进行工作,False,0.7
resource_role_relation_2044,detailed_58,detailed_83,依赖,0.6,边境商人依赖黑市器械进行工作,False,0.7
resource_role_relation_2045,detailed_59,detailed_83,依赖,0.6,流民组织依赖黑市器械进行工作,False,0.7
resource_role_relation_2046,detailed_76,detailed_83,依赖,0.6,断链执行官依赖黑市器械进行工作,False,0.7
resource_role_relation_2047,detailed_77,detailed_83,依赖,0.6,矿业公司依赖黑市器械进行工作,False,0.7
resource_role_relation_2048,detailed_78,detailed_83,依赖,0.6,军镇指挥官依赖黑市器械进行工作,False,0.7
resource_role_relation_2049,detailed_79,detailed_83,依赖,0.6,荒域部族依赖黑市器械进行工作,False,0.7
resource_role_relation_2050,detailed_89,detailed_83,依赖,0.6,黑市商人依赖黑市器械进行工作,False,0.7
resource_role_relation_2051,detailed_90,detailed_83,依赖,0.6,矿料走私犯依赖黑市器械进行工作,False,0.7
resource_role_relation_2052,detailed_91,detailed_83,依赖,0.6,遗械猎人依赖黑市器械进行工作,False,0.7
resource_role_relation_2053,detailed_92,detailed_83,依赖,0.6,考古学者依赖黑市器械进行工作,False,0.7
resource_role_relation_2054,detailed_52,detailed_84,依赖,0.6,军镇都尉依赖稀有矿料进行工作,False,0.7
resource_role_relation_2055,detailed_53,detailed_84,依赖,0.6,断链祭司依赖稀有矿料进行工作,False,0.7
resource_role_relation_2056,detailed_54,detailed_84,依赖,0.6,部落首领依赖稀有矿料进行工作,False,0.7
resource_role_relation_2057,detailed_55,detailed_84,依赖,0.6,天域密探依赖稀有矿料进行工作,False,0.7
resource_role_relation_2058,detailed_56,detailed_84,依赖,0.6,边防军官依赖稀有矿料进行工作,False,0.7
resource_role_relation_2059,detailed_57,detailed_84,依赖,0.6,走私头目依赖稀有矿料进行工作,False,0.7
resource_role_relation_2060,detailed_58,detailed_84,依赖,0.6,边境商人依赖稀有矿料进行工作,False,0.7
resource_role_relation_2061,detailed_59,detailed_84,依赖,0.6,流民组织依赖稀有矿料进行工作,False,0.7
resource_role_relation_2062,detailed_76,detailed_84,依赖,0.6,断链执行官依赖稀有矿料进行工作,False,0.7
resource_role_relation_2063,detailed_77,detailed_84,依赖,0.6,矿业公司依赖稀有矿料进行工作,False,0.7
resource_role_relation_2064,detailed_78,detailed_84,依赖,0.6,军镇指挥官依赖稀有矿料进行工作,False,0.7
resource_role_relation_2065,detailed_79,detailed_84,依赖,0.6,荒域部族依赖稀有矿料进行工作,False,0.7
resource_role_relation_2066,detailed_89,detailed_84,依赖,0.6,黑市商人依赖稀有矿料进行工作,False,0.7
resource_role_relation_2067,detailed_90,detailed_84,依赖,0.6,矿料走私犯依赖稀有矿料进行工作,False,0.7
resource_role_relation_2068,detailed_91,detailed_84,依赖,0.6,遗械猎人依赖稀有矿料进行工作,False,0.7
resource_role_relation_2069,detailed_92,detailed_84,依赖,0.6,考古学者依赖稀有矿料进行工作,False,0.7
resource_role_relation_2070,detailed_52,detailed_85,依赖,0.6,军镇都尉依赖远古遗械进行工作,False,0.7
resource_role_relation_2071,detailed_53,detailed_85,依赖,0.6,断链祭司依赖远古遗械进行工作,False,0.7
resource_role_relation_2072,detailed_54,detailed_85,依赖,0.6,部落首领依赖远古遗械进行工作,False,0.7
resource_role_relation_2073,detailed_55,detailed_85,依赖,0.6,天域密探依赖远古遗械进行工作,False,0.7
resource_role_relation_2074,detailed_56,detailed_85,依赖,0.6,边防军官依赖远古遗械进行工作,False,0.7
resource_role_relation_2075,detailed_57,detailed_85,依赖,0.6,走私头目依赖远古遗械进行工作,False,0.7
resource_role_relation_2076,detailed_58,detailed_85,依赖,0.6,边境商人依赖远古遗械进行工作,False,0.7
resource_role_relation_2077,detailed_59,detailed_85,依赖,0.6,流民组织依赖远古遗械进行工作,False,0.7
resource_role_relation_2078,detailed_76,detailed_85,依赖,0.6,断链执行官依赖远古遗械进行工作,False,0.7
resource_role_relation_2079,detailed_77,detailed_85,依赖,0.6,矿业公司依赖远古遗械进行工作,False,0.7
resource_role_relation_2080,detailed_78,detailed_85,依赖,0.6,军镇指挥官依赖远古遗械进行工作,False,0.7
resource_role_relation_2081,detailed_79,detailed_85,依赖,0.6,荒域部族依赖远古遗械进行工作,False,0.7
resource_role_relation_2082,detailed_89,detailed_85,依赖,0.6,黑市商人依赖远古遗械进行工作,False,0.7
resource_role_relation_2083,detailed_90,detailed_85,依赖,0.6,矿料走私犯依赖远古遗械进行工作,False,0.7
resource_role_relation_2084,detailed_91,detailed_85,依赖,0.6,遗械猎人依赖远古遗械进行工作,False,0.7
resource_role_relation_2085,detailed_92,detailed_85,依赖,0.6,考古学者依赖远古遗械进行工作,False,0.7
law_role_relation_2086,detailed_46,detailed_52,制约,0.5,边防临时断链许可制约军镇都尉的行为,False,0.6
law_role_relation_2087,detailed_46,detailed_53,制约,0.5,边防临时断链许可制约断链祭司的行为,False,0.6
law_role_relation_2088,detailed_46,detailed_54,制约,0.5,边防临时断链许可制约部落首领的行为,False,0.6
law_role_relation_2089,detailed_46,detailed_55,制约,0.5,边防临时断链许可制约天域密探的行为,False,0.6
law_role_relation_2090,detailed_46,detailed_56,制约,0.5,边防临时断链许可制约边防军官的行为,False,0.6
law_role_relation_2091,detailed_46,detailed_57,制约,0.5,边防临时断链许可制约走私头目的行为,False,0.6
law_role_relation_2092,detailed_46,detailed_58,制约,0.5,边防临时断链许可制约边境商人的行为,False,0.6
law_role_relation_2093,detailed_46,detailed_59,制约,0.5,边防临时断链许可制约流民组织的行为,False,0.6
law_role_relation_2094,detailed_46,detailed_76,制约,0.5,边防临时断链许可制约断链执行官的行为,False,0.6
law_role_relation_2095,detailed_46,detailed_77,制约,0.5,边防临时断链许可制约矿业公司的行为,False,0.6
law_role_relation_2096,detailed_46,detailed_78,制约,0.5,边防临时断链许可制约军镇指挥官的行为,False,0.6
law_role_relation_2097,detailed_46,detailed_79,制约,0.5,边防临时断链许可制约荒域部族的行为,False,0.6
law_role_relation_2098,detailed_46,detailed_89,制约,0.5,边防临时断链许可制约黑市商人的行为,False,0.6
law_role_relation_2099,detailed_46,detailed_90,制约,0.5,边防临时断链许可制约矿料走私犯的行为,False,0.6
law_role_relation_2100,detailed_46,detailed_91,制约,0.5,边防临时断链许可制约遗械猎人的行为,False,0.6
law_role_relation_2101,detailed_46,detailed_92,制约,0.5,边防临时断链许可制约考古学者的行为,False,0.6
law_role_relation_2102,detailed_47,detailed_52,制约,0.5,裂世夜取缔令制约军镇都尉的行为,False,0.6
law_role_relation_2103,detailed_47,detailed_53,制约,0.5,裂世夜取缔令制约断链祭司的行为,False,0.6
law_role_relation_2104,detailed_47,detailed_54,制约,0.5,裂世夜取缔令制约部落首领的行为,False,0.6
law_role_relation_2105,detailed_47,detailed_55,制约,0.5,裂世夜取缔令制约天域密探的行为,False,0.6
law_role_relation_2106,detailed_47,detailed_56,制约,0.5,裂世夜取缔令制约边防军官的行为,False,0.6
law_role_relation_2107,detailed_47,detailed_57,制约,0.5,裂世夜取缔令制约走私头目的行为,False,0.6
law_role_relation_2108,detailed_47,detailed_58,制约,0.5,裂世夜取缔令制约边境商人的行为,False,0.6
law_role_relation_2109,detailed_47,detailed_59,制约,0.5,裂世夜取缔令制约流民组织的行为,False,0.6
law_role_relation_2110,detailed_47,detailed_76,制约,0.5,裂世夜取缔令制约断链执行官的行为,False,0.6
law_role_relation_2111,detailed_47,detailed_77,制约,0.5,裂世夜取缔令制约矿业公司的行为,False,0.6
law_role_relation_2112,detailed_47,detailed_78,制约,0.5,裂世夜取缔令制约军镇指挥官的行为,False,0.6
law_role_relation_2113,detailed_47,detailed_79,制约,0.5,裂世夜取缔令制约荒域部族的行为,False,0.6
law_role_relation_2114,detailed_47,detailed_89,制约,0.5,裂世夜取缔令制约黑市商人的行为,False,0.6
law_role_relation_2115,detailed_47,detailed_90,制约,0.5,裂世夜取缔令制约矿料走私犯的行为,False,0.6
law_role_relation_2116,detailed_47,detailed_91,制约,0.5,裂世夜取缔令制约遗械猎人的行为,False,0.6
law_role_relation_2117,detailed_47,detailed_92,制约,0.5,裂世夜取缔令制约考古学者的行为,False,0.6
law_role_relation_2118,detailed_48,detailed_52,制约,0.5,《边域缚约》制约军镇都尉的行为,False,0.6
law_role_relation_2119,detailed_48,detailed_53,制约,0.5,《边域缚约》制约断链祭司的行为,False,0.6
law_role_relation_2120,detailed_48,detailed_54,制约,0.5,《边域缚约》制约部落首领的行为,False,0.6
law_role_relation_2121,detailed_48,detailed_55,制约,0.5,《边域缚约》制约天域密探的行为,False,0.6
law_role_relation_2122,detailed_48,detailed_56,制约,0.5,《边域缚约》制约边防军官的行为,False,0.6
